Iteration;Time;BestFitness;LB-H0;UB-H0;LB-H1;UB-H1;LB-H2;UB-H2;LB-H3;UB-H3;LB-H4;UB-H4;LB-H5;UB-H5;LB-H6;UB-H6;LB-H7;UB-H7;
3;0,008;0,10081287642782932;0,0;0,0;0,0;0,0;0,0;9,345794392523477E-5;0,0;0,0;0,0;0,0;0,0;0,0029080142425936817;0,0;0,0;0,0;0,0
6;0,018;0,10080290758047739;0,0;0,0031554219404685835;0,0;0,0;0,0;9,345794392523477E-5;0,0;0,0;0,0;0,0;0,0;0,0029080142425936817;0,0;9,968847351937704E-6;0,0;0,0
7;0,023;0,10069283489096537;0,0;0,0031554219404685835;0,0;1,1007268951201965E-4;0,0;9,345794392523477E-5;0,0;0,0;0,0;0,0;0,0;0,0029080142425936817;0,0;9,968847351937704E-6;0,0;0,0
9;0,03;0,09731917772573484;0,0;0,0031554219404685835;0,0;0,003373657165230526;0,0;9,345794392523477E-5;0,0;0,0;0,0;0,0;0,0;0,0029831039849731456;0,0;9,968847351937704E-6;0,0;0,0
11;0,092;0,09731085089773572;0,0;0,0031554219404685835;0,0;0,003373657165230526;0,0;9,345794392523477E-5;0,0;0,0;0,0;0,0;0,0;0,0029831039849731456;0,0;9,968847351937704E-6;0,0;0,0
13;0,1;0,09621358313817308;0,0;0,0032339050731882146;0,0;0,003373657165230526;0,0;0,0010972677595626479;0,0;0,0;0,0;0,0;0,0;0,0029831039849731456;0,0;9,968847351937704E-6;0,0;0,0
14;0,111;0,0961417642466822;0,0;0,0032339050731882146;0,0;0,003373657165230526;0,0;0,0010972677595626479;0,0;0,0;0,0;7,181889149088239E-5;0,0;0,0029831039849731456;0,0;9,968847351937704E-6;0,0;0,0
16;0,12;0,09336338028168989;0,0;0,0032339050731882146;0,0;0,003373657165230526;0,0;0,0010972677595626479;0,0;0,0;0,0;7,181889149088239E-5;0,0;0,0029831039849731456;0,0;9,968847351937704E-6;0,0;0,0
20;0,132;0,09293291601460607;0,0;0,0032339050731882146;0,0;0,003373657165230526;0,0;0,0010972677595626479;0,0;0,0;0,0;7,181889149088239E-5;0,0;0,0029831039849731456;0,0;9,968847351937704E-6;0,0;0,0
21;0,14;0,09215565988523733;0,0;0,0032339050731882146;0,0;0,003373657165230526;0,0;0,0010972677595626479;0,0;0,0;0,0;7,181889149088239E-5;0,0;0,0029831039849731456;0,0;9,968847351937704E-6;0,0;0,0
23;0,151;0,08923754248366011;0,0;0,0032681236172346084;0,0;0,003373657165230526;0,0;0,0029181174015772138;0,0;0,0;0,0;7,181889149088239E-5;0,0;0,0029831039849731456;0,0;9,968847351937704E-6;0,0;0,0
24;0,157;0,08911728104575167;0,0;0,0032681236172346084;0,0;0,003373657165230526;0,0;0,0029181174015772138;0,0;0,0;0,0;7,181889149088239E-5;0,0;0,0029831039849731456;0,0;9,968847351937704E-6;0,0;0,0
