Iteration;Time;BestFitness;LRM-LLH0;LRM-LLH1;LRM-LLH2;LRM-LLH3;LRM-LLH4;LRM-LLH5;LRM-LLH6;LRM-LLH7;
3;0,017;0,1020066508313544;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0
4;0,026;0,10181155977830614;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0
6;0,04;0,10124022169437874;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0
12;0,159;0,10121488519398303;1,0;1,0;1,0;1,0;6,0;1,0;3,0;82,0
15;0,184;0,10111269464238626;1,0;1,0;1,0;1,0;7,0;1,0;3,0;82,0
16;0,195;0,09834349206349247;1,0;1,0;1,0;1,0;7,0;1,0;3,0;82,0
17;0,204;0,09717756613756601;1,0;1,0;1,0;1,0;7,0;1,0;3,0;82,0
18;0,217;0,09403850437549732;1,0;1,0;1,0;1,0;7,0;1,0;3,0;82,0
20;0,229;0,09359554494828981;1,0;1,0;1,0;1,0;7,0;1,0;3,0;82,0
21;0,237;0,08995704412546535;1,0;1,0;1,0;1,0;7,0;1,0;3,0;82,0
23;0,244;0,08952493354598623;1,0;1,0;1,0;1,0;7,0;1,0;3,0;82,0
24;0,251;0,08872812333864988;1,0;1,0;1,0;1,0;7,0;1,0;3,0;82,0
25;0,257;0,08569485744737582;1,0;1,0;1,0;1,0;7,0;1,0;3,0;82,0
26;0,27;0,08567375432986979;1,0;1,0;1,0;1,0;6,0;1,0;3,0;82,0
28;0,292;0,08479360511590772;1,0;1,0;1,0;1,0;6,0;1,0;3,0;82,0
29;0,309;0,08453759658939564;1,0;1,0;1,0;1,0;6,0;1,0;3,0;82,0
31;0,327;0,08145491452991516;1,0;1,0;1,0;1,0;6,0;1,0;3,0;82,0
32;0,334;0,08095384615384671;1,0;1,0;1,0;1,0;6,0;1,0;3,0;82,0
33;0,341;0,0801017094017098;1,0;1,0;1,0;1,0;6,0;1,0;3,0;82,0
34;0,348;0,07709344042838029;1,0;1,0;1,0;1,0;6,0;1,0;3,0;82,0
36;0,356;0,07651512717536813;1,0;1,0;1,0;1,0;6,0;1,0;3,0;82,0
37;0,364;0,07570398929049493;1,0;1,0;1,0;1,0;6,0;1,0;3,0;82,0
39;0,371;0,07275126140633303;1,0;1,0;1,0;1,0;6,0;1,0;3,0;82,0
40;0,378;0,0723441760601169;1,0;1,0;1,0;1,0;6,0;1,0;3,0;82,0
41;0,385;0,07157423510466854;1,0;1,0;1,0;1,0;6,0;1,0;3,0;82,0
44;0,394;0,0683880548829684;1,0;1,0;1,0;1,0;6,0;1,0;3,0;82,0
45;0,401;0,06819026096314029;1,0;1,0;1,0;1,0;6,0;1,0;3,0;82,0
46;0,407;0,06773139628732627;1,0;1,0;1,0;1,0;6,0;1,0;3,0;82,0
48;0,423;0,06770492332526012;1,0;1,0;1,0;1,0;6,0;1,0;3,0;82,0
49;0,443;0,06708506860371033;1,0;1,0;1,0;1,0;6,0;1,0;3,0;82,0
50;0,453;0,06706526768899401;1,0;1,0;1,0;1,0;6,0;1,0;3,0;82,0
52;0,461;0,0639508090614862;1,0;1,0;1,0;1,0;6,0;1,0;3,0;82,0
53;0,467;0,063897734627829;1,0;1,0;1,0;1,0;6,0;1,0;3,0;82,0
54;0,476;0,06389061488672876;1,0;1,0;1,0;1,0;6,0;1,0;3,0;82,0
55;0,483;0,06387055016180965;1,0;1,0;1,0;1,0;6,0;1,0;3,0;82,0
57;0,491;0,06360323624595188;1,0;1,0;1,0;1,0;6,0;1,0;3,0;82,0
58;0,497;0,06300733549082771;1,0;1,0;1,0;1,0;6,0;1,0;3,0;82,0
60;0,508;0,062481553398055056;1,0;1,0;1,0;1,0;6,0;1,0;2,0;82,0
61;0,514;0,05955317653419501;1,0;1,0;1,0;1,0;6,0;1,0;2,0;82,0
62;0,521;0,05891949175452493;1,0;1,0;1,0;1,0;6,0;1,0;2,0;82,0
63;0,527;0,0588667207353305;1,0;1,0;1,0;1,0;6,0;1,0;2,0;82,0
65;0,534;0,05804466071910974;1,0;1,0;2,0;1,0;6,0;1,0;2,0;82,0
66;0,541;0,05802822384427886;1,0;1,0;2,0;1,0;6,0;1,0;2,0;82,0
67;0,548;0,05802562854825288;1,0;1,0;2,0;1,0;6,0;1,0;2,0;82,0
68;0,554;0,058021086780207454;1,0;1,0;2,0;1,0;6,0;1,0;2,0;82,0
79;0,581;0,05507728997289629;1,0;1,0;2,0;1,0;6,0;1,0;2,0;82,0
80;0,592;0,05496910569105318;1,0;1,0;2,0;1,0;7,0;1,0;2,0;82,0
82;0,612;0,05463913279132404;1,0;1,0;2,0;1,0;7,0;1,0;2,0;82,0
83;0,639;0,05392281842818003;1,0;1,0;2,0;1,0;7,0;1,0;2,0;82,0
84;0,646;0,05056104319477972;1,0;1,0;2,0;1,0;7,0;1,0;2,0;82,0
85;0,655;0,050543004618305964;1,0;1,0;2,0;1,0;7,0;1,0;2,0;82,0
88;0,664;0,05036913882096794;1,0;1,0;2,0;1,0;7,0;1,0;3,0;82,0
89;0,672;0,05034240695462744;1,0;1,0;2,0;1,0;7,0;1,0;3,0;82,0
90;0,681;0,050312849769080015;1,0;1,0;2,0;1,0;7,0;1,0;3,0;82,0
91;0,688;0,05007986960064781;1,0;1,0;2,0;1,0;7,0;1,0;3,0;82,0
92;0,694;0,049557837544141226;1,0;1,0;2,0;1,0;7,0;1,0;3,0;82,0
94;0,703;0,04895973920129948;1,0;1,0;2,0;1,0;7,0;1,0;3,0;82,0
96;0,709;0,04894496060852582;1,0;1,0;2,0;1,0;7,0;1,0;3,0;82,0
97;0,716;0,045974291938993495;1,0;1,0;2,0;1,0;7,0;1,0;3,0;82,0
98;0,721;0,0459511982570765;1,0;1,0;2,0;1,0;7,0;1,0;3,0;82,0
99;0,727;0,045853812636161506;1,0;1,0;2,0;1,0;7,0;1,0;3,0;82,0
101;0,738;0,04583856209149928;1,0;1,0;2,0;1,0;7,0;1,0;3,0;82,0
118;0,774;0,045812636165573184;1,0;1,0;2,0;1,0;7,0;1,0;2,0;82,0
119;0,78;0,04581176470587811;1,0;1,0;2,0;1,0;7,0;1,0;2,0;82,0
120;0,787;0,04580130718953834;1,0;1,0;2,0;1,0;7,0;1,0;2,0;82,0
121;0,793;0,04579934640522454;1,0;1,0;2,0;1,0;7,0;1,0;2,0;82,0
159;0,868;0,045798692810453234;1,0;1,0;1,0;1,0;7,0;1,0;2,0;82,0
171;0,895;0,04576339869280621;1,0;1,0;1,0;1,0;7,0;1,0;2,0;82,0
177;0,915;0,04575403050108506;1,0;1,0;1,0;1,0;6,0;1,0;2,0;82,0
183;0,93;0,04575294117646633;1,0;1,0;2,0;1,0;6,0;1,0;2,0;82,0
187;0,941;0,04563877995642285;1,0;1,0;2,0;1,0;6,0;1,0;2,0;82,0
191;0,949;0,04471416122003935;1,0;1,0;2,0;1,0;6,0;1,0;2,0;82,0
193;0,956;0,04466732026143361;1,0;1,0;2,0;1,0;6,0;1,0;2,0;82,0
194;0,962;0,04464749455337247;1,0;1,0;2,0;1,0;6,0;1,0;2,0;82,0
195;0,967;0,04464509803921113;1,0;1,0;2,0;1,0;6,0;1,0;2,0;82,0
196;0,975;0,04464466230936359;1,0;1,0;2,0;1,0;6,0;1,0;2,0;82,0
217;1,018;0,04449433551197801;1,0;1,0;2,0;1,0;6,0;1,0;2,0;82,0
219;1,025;0,04446732026143341;1,0;1,0;2,0;1,0;6,0;1,0;2,0;82,0
223;1,04;0,0444416122004313;1,0;1,0;2,0;1,0;6,0;1,0;2,0;82,0
229;1,056;0,04443289760348146;1,0;1,0;2,0;1,0;6,0;1,0;2,0;82,0
240;1,098;0,04435315904138992;1,0;1,0;2,0;1,0;6,0;1,0;2,0;82,0
243;1,115;0,044326579520692744;1,0;1,0;2,0;1,0;6,0;1,0;2,0;82,0
258;1,172;0,04135561015560574;1,0;1,0;2,0;1,0;6,0;1,0;2,0;82,0
259;1,178;0,04132066612066165;1,0;1,0;2,0;1,0;6,0;1,0;2,0;82,0
261;1,187;0,041314769314764965;1,0;1,0;2,0;1,0;6,0;1,0;2,0;82,0
263;1,195;0,04130865410864948;1,0;1,0;2,0;1,0;6,0;1,0;2,0;82,0
265;1,206;0,041287687687683094;1,0;1,0;2,0;1,0;6,0;1,0;3,0;82,0
266;1,212;0,04128703248702781;1,0;1,0;2,0;1,0;6,0;1,0;3,0;82,0
267;1,219;0,041267813267808595;1,0;1,0;2,0;1,0;6,0;1,0;3,0;82,0
279;1,251;0,0412206388206342;1,0;1,0;2,0;1,0;6,0;1,0;3,0;82,0
281;1,258;0,041064701064696396;1,0;1,0;2,0;1,0;6,0;1,0;3,0;82,0
293;1,294;0,040981927381922745;1,0;1,0;2,0;1,0;6,0;1,0;3,0;82,0
299;1,312;0,04093038493038026;1,0;1,0;2,0;1,0;6,0;1,0;3,0;82,0
305;1,329;0,040916188916184204;1,0;1,0;2,0;1,0;5,0;1,0;3,0;82,0
339;1,408;0,040798252798248225;1,0;1,0;2,0;1,0;5,0;1,0;3,0;82,0
340;1,414;0,04068512148511705;1,0;1,0;2,0;1,0;5,0;1,0;3,0;82,0
341;1,421;0,04067966147965707;1,0;1,0;2,0;1,0;5,0;1,0;3,0;82,0
342;1,427;0,04067070707070264;1,0;1,0;2,0;1,0;5,0;1,0;3,0;82,0
343;1,433;0,0406462462462418;1,0;1,0;2,0;1,0;5,0;1,0;3,0;82,0
344;1,439;0,040601692601688;1,0;1,0;2,0;1,0;5,0;1,0;3,0;82,0
346;1,446;0,03990958230957786;1,0;1,0;2,0;1,0;5,0;1,0;3,0;82,0
347;1,453;0,03974949494949043;1,0;1,0;2,0;1,0;5,0;1,0;3,0;82,0
348;1,461;0,036661193212912946;1,0;1,0;2,0;1,0;5,0;1,0;3,0;82,0
350;1,477;0,036629228243016954;1,0;1,0;2,0;1,0;5,0;1,0;3,0;82,0
351;1,485;0,0366274767378173;1,0;1,0;2,0;1,0;5,0;1,0;3,0;82,0
352;1,492;0,03662112753146807;1,0;1,0;2,0;1,0;5,0;1,0;3,0;82,0
375;1,543;0,036610399562119644;1,0;1,0;2,0;1,0;5,0;1,0;3,0;82,0
384;1,573;0,03659091406677217;1,0;1,0;2,0;1,0;5,0;1,0;3,0;82,0
387;1,585;0,03657471264367407;1,0;1,0;2,0;1,0;5,0;1,0;3,0;82,0
393;1,61;0,0365547892720266;1,0;1,0;2,0;1,0;5,0;1,0;3,0;82,0
