Iteration;Time;BestFitness;Call-0;Best-0;Imp-0;Eq-0;Wrs-0;Tm-0;Call-1;Best-1;Imp-1;Eq-1;Wrs-1;Tm-1;Call-2;Best-2;Imp-2;Eq-2;Wrs-2;Tm-2;Call-3;Best-3;Imp-3;Eq-3;Wrs-3;Tm-3;Call-4;Best-4;Imp-4;Eq-4;Wrs-4;Tm-4;Call-5;Best-5;Imp-5;Eq-5;Wrs-5;Tm-5;Call-6;Best-6;Imp-6;Eq-6;Wrs-6;Tm-6;Call-7;Best-7;Imp-7;Eq-7;Wrs-7;Tm-7;
253;0,971;0,058030196703877324;19;1;1;0;18;0,019153646;34;3;3;9;22;0,037326965;131;56;56;75;0;0,266102263;10;0;0;10;0;0,015651504;14;7;7;7;0;0,078886243;17;0;0;0;17;0,015780365;27;12;12;15;0;0,096152271;1;0;0;1;0;0,05374324;
266;1,01;0,058026368952681096;19;1;1;0;18;0,019153646;35;3;3;9;23;0,038387568;140;57;57;83;0;0,284661686;11;0;0;11;0;0,017455366;15;7;7;8;0;0,085878517;17;0;0;0;17;0,015780365;28;12;12;16;0;0,100034139;1;0;0;1;0;0,05374324;
292;1,073;0,0578579479000495;22;1;1;0;21;0,023103373;40;3;3;9;28;0,043158577;153;57;57;96;0;0,309665512;11;0;0;11;0;0,017455366;17;8;8;9;0;0,097700234;17;0;0;0;17;0,015780365;31;12;12;19;0;0,110610715;1;0;0;1;0;0,05374324;
294;1,087;0,05770866560339871;22;1;1;0;21;0,023103373;40;3;3;9;28;0,043158577;154;57;57;97;0;0,311390616;11;0;0;11;0;0,017455366;18;9;9;9;0;0,10475906;17;0;0;0;17;0,015780365;31;12;12;19;0;0,110610715;1;0;0;1;0;0,05374324;
295;1,093;0,054862776445506634;22;1;1;0;21;0,023103373;40;3;3;9;28;0,043158577;155;58;58;97;0;0,3134794;11;0;0;11;0;0,017455366;18;9;9;9;0;0,10475906;17;0;0;0;17;0,015780365;31;12;12;19;0;0,110610715;1;0;0;1;0;0,05374324;
296;1,099;0,054847641886487164;22;1;1;0;21;0,023103373;40;3;3;9;28;0,043158577;156;59;59;97;0;0,315643676;11;0;0;11;0;0,017455366;18;9;9;9;0;0,10475906;17;0;0;0;17;0,015780365;31;12;12;19;0;0,110610715;1;0;0;1;0;0,05374324;
298;1,109;0,05483996802557589;22;1;1;0;21;0,023103373;40;3;3;9;28;0,043158577;157;60;60;97;0;0,317746032;11;0;0;11;0;0,017455366;18;9;9;9;0;0,10475906;17;0;0;0;17;0,015780365;32;12;12;20;0;0,113969945;1;0;0;1;0;0,05374324;
299;1,119;0,054839328537166554;22;1;1;0;21;0,023103373;40;3;3;9;28;0,043158577;157;60;60;97;0;0,317746032;11;0;0;11;0;0,017455366;18;9;9;9;0;0,10475906;17;0;0;0;17;0,015780365;33;13;13;20;0;0,118102184;1;0;0;1;0;0,05374324;
301;1,129;0,054825259792162684;22;1;1;0;21;0,023103373;40;3;3;9;28;0,043158577;158;61;61;97;0;0,319626643;11;0;0;11;0;0,017455366;18;9;9;9;0;0,10475906;17;0;0;0;17;0,015780365;34;13;13;21;0;0,121810564;1;0;0;1;0;0,05374324;
303;1,137;0,05482057021049458;22;1;1;0;21;0,023103373;41;3;3;10;28;0,044080797;159;62;62;97;0;0,321612958;11;0;0;11;0;0,017455366;18;9;9;9;0;0,10475906;17;0;0;0;17;0,015780365;34;13;13;21;0;0,121810564;1;0;0;1;0;0,05374324;
305;1,147;0,054686703970153405;22;1;1;0;21;0,023103373;41;3;3;10;28;0,044080797;160;63;63;97;0;0,323783728;11;0;0;11;0;0,017455366;18;9;9;9;0;0,10475906;17;0;0;0;17;0,015780365;35;13;13;22;0;0,125385267;1;0;0;1;0;0,05374324;
307;1,156;0,054339248601115386;22;1;1;0;21;0,023103373;41;3;3;10;28;0,044080797;161;64;64;97;0;0,325850357;11;0;0;11;0;0,017455366;18;9;9;9;0;0,10475906;17;0;0;0;17;0,015780365;36;13;13;23;0;0,128918387;1;0;0;1;0;0,05374324;
318;1,183;0,05430642152943943;23;1;1;0;22;0,024532808;42;3;3;10;29;0,045000034;169;64;64;105;0;0,340034182;11;0;0;11;0;0,017455366;19;10;10;9;0;0,110275867;17;0;0;0;17;0,015780365;36;13;13;23;0;0,128918387;1;0;0;1;0;0,05374324;
322;1,198;0,05425526245669754;23;1;1;0;22;0,024532808;43;3;3;11;29;0,045961736;171;64;64;107;0;0,343440898;11;0;0;11;0;0,017455366;20;11;11;9;0;0,115976706;17;0;0;0;17;0,015780365;36;13;13;23;0;0,128918387;1;0;0;1;0;0,05374324;
329;1,23;0,05423778310684402;23;1;1;0;22;0,024532808;43;3;3;11;29;0,045961736;173;64;64;109;0;0,346877501;11;0;0;11;0;0,017455366;23;12;12;11;0;0,132017769;17;0;0;0;17;0,015780365;38;13;13;25;0;0,136113504;1;0;0;1;0;0,05374324;
332;1,245;0,05421966426858127;23;1;1;0;22;0,024532808;43;3;3;11;29;0,045961736;174;64;64;110;0;0,34852694;11;0;0;11;0;0,017455366;25;13;13;12;0;0,14158214;17;0;0;0;17;0,015780365;38;13;13;25;0;0,136113504;1;0;0;1;0;0,05374324;
358;1,37;0,054212416733276036;23;1;1;0;22;0,024532808;45;3;3;11;31;0,0481614;190;64;64;126;0;0,376736927;11;0;0;11;0;0,017455366;30;13;13;17;0;0,167735863;17;0;0;0;17;0,015780365;40;14;14;26;0;0,143540643;2;0;0;2;0;0,106926391;
359;1,376;0,05421028510524517;23;1;1;0;22;0,024532808;45;3;3;11;31;0,0481614;191;65;65;126;0;0,378560415;11;0;0;11;0;0,017455366;30;13;13;17;0;0,167735863;17;0;0;0;17;0,015780365;40;14;14;26;0;0,143540643;2;0;0;2;0;0,106926391;
374;1,413;0,054208153477214305;23;1;1;0;22;0,024532808;49;3;3;11;35;0,052289364;199;65;65;134;0;0,393275948;11;0;0;11;0;0,017455366;31;13;13;18;0;0,173511375;17;0;0;0;17;0,015780365;42;15;15;27;0;0,15066767;2;0;0;2;0;0,106926391;
377;1,425;0,05420794031441112;23;1;1;0;22;0,024532808;49;3;3;11;35;0,052289364;201;65;65;136;0;0,396827562;11;0;0;11;0;0,017455366;31;13;13;18;0;0,173511375;17;0;0;0;17;0,015780365;43;16;16;27;0;0,15457119;2;0;0;2;0;0,106926391;
384;1,441;0,05357676525445898;24;1;1;0;23;0,025799715;50;3;3;11;36;0,053222999;205;66;66;139;0;0,404336339;12;0;0;12;0;0,019070114;31;13;13;18;0;0,173511375;17;0;0;0;17;0,015780365;43;16;16;27;0;0,15457119;2;0;0;2;0;0,106926391;
388;1,456;0,05351963762323064;25;1;1;0;24;0,026921484;50;3;3;11;36;0,053222999;206;67;67;139;0;0,40654466;13;0;0;13;0;0,02051131;32;13;13;19;0;0,179309454;17;0;0;0;17;0,015780365;43;16;16;27;0;0,15457119;2;0;0;2;0;0,106926391;
389;1,463;0,05351771915800285;25;1;1;0;24;0,026921484;50;3;3;11;36;0,053222999;207;68;68;139;0;0,408452855;13;0;0;13;0;0,02051131;32;13;13;19;0;0,179309454;17;0;0;0;17;0,015780365;43;16;16;27;0;0,15457119;2;0;0;2;0;0,106926391;
390;1,469;0,05349299227284443;25;1;1;0;24;0,026921484;50;3;3;11;36;0,053222999;208;69;69;139;0;0,410569384;13;0;0;13;0;0,02051131;32;13;13;19;0;0,179309454;17;0;0;0;17;0,015780365;43;16;16;27;0;0,15457119;2;0;0;2;0;0,106926391;
394;1,489;0,053418172128959496;25;1;1;0;24;0,026921484;50;3;3;11;36;0,053222999;210;69;69;141;0;0,414297583;13;0;0;13;0;0,02051131;34;14;14;20;0;0,191235038;17;0;0;0;17;0,015780365;43;16;16;27;0;0,15457119;2;0;0;2;0;0,106926391;
397;1,503;0,0533132960298387;25;1;1;0;24;0,026921484;51;3;3;11;37;0,054290455;211;69;69;142;0;0,416351301;13;0;0;13;0;0,02051131;35;15;15;20;0;0,197105574;17;0;0;0;17;0,015780365;43;16;16;27;0;0,15457119;2;0;0;2;0;0,106926391;
398;1,509;0,05042329059828654;25;1;1;0;24;0,026921484;51;3;3;11;37;0,054290455;212;70;70;142;0;0,418430944;13;0;0;13;0;0,02051131;35;15;15;20;0;0,197105574;17;0;0;0;17;0,015780365;43;16;16;27;0;0,15457119;2;0;0;2;0;0,106926391;
400;1,517;0,050419017094012974;25;1;1;0;24;0,026921484;51;3;3;11;37;0,054290455;212;70;70;142;0;0,418430944;13;0;0;13;0;0,02051131;35;15;15;20;0;0,197105574;18;0;0;0;18;0,016661284;44;17;17;27;0;0,158171544;2;0;0;2;0;0,106926391;
407;1,538;0,050415598290594166;25;1;1;0;24;0,026921484;51;3;3;11;37;0,054290455;216;70;70;146;0;0,426087648;13;0;0;13;0;0,02051131;36;16;16;20;0;0,203523803;20;0;0;0;20;0,018419023;44;17;17;27;0;0,158171544;2;0;0;2;0;0,106926391;
408;1,547;0,05041538461538042;25;1;1;0;24;0,026921484;51;3;3;11;37;0,054290455;216;70;70;146;0;0,426087648;13;0;0;13;0;0,02051131;36;16;16;20;0;0,203523803;20;0;0;0;20;0,018419023;45;18;18;27;0;0,16223335;2;0;0;2;0;0,106926391;
409;1,556;0,05041303418802989;25;1;1;0;24;0,026921484;51;3;3;11;37;0,054290455;216;70;70;146;0;0,426087648;13;0;0;13;0;0,02051131;37;17;17;20;0;0,209701516;20;0;0;0;20;0,018419023;45;18;18;27;0;0,16223335;2;0;0;2;0;0,106926391;
411;1,566;0,05036773504273073;25;1;1;0;24;0,026921484;51;3;3;11;37;0,054290455;217;71;71;146;0;0,428220877;13;0;0;13;0;0,02051131;37;17;17;20;0;0,209701516;20;0;0;0;20;0,018419023;46;18;18;28;0;0,165845833;2;0;0;2;0;0,106926391;
413;1,573;0,05007606837606393;26;1;1;0;25;0,028078609;51;3;3;11;37;0,054290455;218;72;72;146;0;0,430614028;13;0;0;13;0;0,02051131;37;17;17;20;0;0,209701516;20;0;0;0;20;0,018419023;46;18;18;28;0;0,165845833;2;0;0;2;0;0,106926391;
414;1,581;0,05006965811965369;26;1;1;0;25;0,028078609;51;3;3;11;37;0,054290455;218;72;72;146;0;0,430614028;13;0;0;13;0;0,02051131;37;17;17;20;0;0,209701516;20;0;0;0;20;0,018419023;47;19;19;28;0;0,169547276;2;0;0;2;0;0,106926391;
415;1,587;0,0500465811965769;26;1;1;0;25;0,028078609;51;3;3;11;37;0,054290455;219;73;73;146;0;0,433013931;13;0;0;13;0;0,02051131;37;17;17;20;0;0,209701516;20;0;0;0;20;0,018419023;47;19;19;28;0;0,169547276;2;0;0;2;0;0,106926391;
416;1,595;0,049726282051277826;26;1;1;0;25;0,028078609;51;3;3;11;37;0,054290455;220;74;74;146;0;0,435453533;13;0;0;13;0;0,02051131;37;17;17;20;0;0,209701516;20;0;0;0;20;0,018419023;47;19;19;28;0;0,169547276;2;0;0;2;0;0,106926391;
418;1,605;0,04897051282050857;26;1;1;0;25;0,028078609;51;3;3;11;37;0,054290455;221;75;75;146;0;0,437828467;13;0;0;13;0;0,02051131;37;17;17;20;0;0,209701516;20;0;0;0;20;0,018419023;48;19;19;29;0;0,172972099;2;0;0;2;0;0,106926391;
420;1,611;0,04594870147255259;26;1;1;0;25;0,028078609;52;3;3;11;38;0,055243652;222;76;76;146;0;0,439731918;13;0;0;13;0;0,02051131;37;17;17;20;0;0,209701516;20;0;0;0;20;0,018419023;48;19;19;29;0;0,172972099;2;0;0;2;0;0,106926391;
423;1,623;0,04589322623828218;27;1;1;0;26;0,029168244;53;3;3;11;39;0,056382893;222;76;76;146;0;0,439731918;13;0;0;13;0;0,02051131;38;18;18;20;0;0,215608712;20;0;0;0;20;0,018419023;48;19;19;29;0;0,172972099;2;0;0;2;0;0,106926391;
425;1,632;0,04580112449798779;27;1;1;0;26;0,029168244;53;3;3;11;39;0,056382893;223;77;77;146;0;0,441729027;13;0;0;13;0;0,02051131;38;18;18;20;0;0,215608712;20;0;0;0;20;0,018419023;49;19;19;30;0;0,176416141;2;0;0;2;0;0,106926391;
427;1,64;0,04577178045514996;28;1;1;0;27;0,030260231;53;3;3;11;39;0,056382893;224;78;78;146;0;0,443929283;13;0;0;13;0;0,02051131;38;18;18;20;0;0,215608712;20;0;0;0;20;0,018419023;49;19;19;30;0;0,176416141;2;0;0;2;0;0,106926391;
429;1,649;0,04576235609102686;28;1;1;0;27;0,030260231;53;3;3;11;39;0,056382893;225;79;79;146;0;0,445736462;13;0;0;13;0;0,02051131;38;18;18;20;0;0,215608712;20;0;0;0;20;0,018419023;50;19;19;31;0;0,179884742;2;0;0;2;0;0,106926391;
430;1,656;0,04513949129852368;28;1;1;0;27;0,030260231;53;3;3;11;39;0,056382893;226;80;80;146;0;0,448211948;13;0;0;13;0;0,02051131;38;18;18;20;0;0,215608712;20;0;0;0;20;0,018419023;50;19;19;31;0;0,179884742;2;0;0;2;0;0,106926391;
433;1,667;0,04446650602409297;28;1;1;0;27;0,030260231;54;3;3;11;40;0,057524344;227;81;81;146;0;0,450399621;13;0;0;13;0;0,02051131;38;18;18;20;0;0,215608712;20;0;0;0;20;0,018419023;51;19;19;32;0;0,183601936;2;0;0;2;0;0,106926391;
434;1,673;0,04140526033279324;28;1;1;0;27;0,030260231;54;3;3;11;40;0,057524344;228;82;82;146;0;0,452496744;13;0;0;13;0;0,02051131;38;18;18;20;0;0,215608712;20;0;0;0;20;0,018419023;51;19;19;32;0;0,183601936;2;0;0;2;0;0,106926391;
435;1,679;0,041319592055820586;28;1;1;0;27;0,030260231;54;3;3;11;40;0,057524344;229;83;83;146;0;0,455006448;13;0;0;13;0;0,02051131;38;18;18;20;0;0,215608712;20;0;0;0;20;0,018419023;51;19;19;32;0;0,183601936;2;0;0;2;0;0,106926391;
437;1,689;0,041308856682766404;28;1;1;0;27;0,030260231;54;3;3;11;40;0,057524344;230;84;84;146;0;0,457272705;13;0;0;13;0;0,02051131;38;18;18;20;0;0,215608712;20;0;0;0;20;0,018419023;52;19;19;33;0;0,187184687;2;0;0;2;0;0,106926391;
438;1,695;0,04129812130971211;28;1;1;0;27;0,030260231;54;3;3;11;40;0,057524344;231;85;85;146;0;0,459711124;13;0;0;13;0;0,02051131;38;18;18;20;0;0,215608712;20;0;0;0;20;0,018419023;52;19;19;33;0;0,187184687;2;0;0;2;0;0,106926391;
439;1,701;0,041295544820179164;28;1;1;0;27;0,030260231;54;3;3;11;40;0,057524344;232;86;86;146;0;0,462171753;13;0;0;13;0;0,02051131;38;18;18;20;0;0,215608712;20;0;0;0;20;0,018419023;52;19;19;33;0;0,187184687;2;0;0;2;0;0,106926391;
440;1,708;0,041270424047232246;28;1;1;0;27;0,030260231;54;3;3;11;40;0,057524344;233;87;87;146;0;0,464442136;13;0;0;13;0;0,02051131;38;18;18;20;0;0,215608712;20;0;0;0;20;0,018419023;52;19;19;33;0;0,187184687;2;0;0;2;0;0,106926391;
441;1,714;0,041255609232417556;28;1;1;0;27;0,030260231;54;3;3;11;40;0,057524344;234;88;88;146;0;0,466718946;13;0;0;13;0;0,02051131;38;18;18;20;0;0,215608712;20;0;0;0;20;0,018419023;52;19;19;33;0;0,187184687;2;0;0;2;0;0,106926391;
446;1,732;0,04124487385936326;28;1;1;0;27;0,030260231;54;3;3;11;40;0,057524344;238;88;88;150;0;0,47500135;13;0;0;13;0;0,02051131;39;19;19;20;0;0,220954847;20;0;0;0;20;0,018419023;52;19;19;33;0;0,187184687;2;0;0;2;0;0,106926391;
447;1,738;0,04115469672570793;28;1;1;0;27;0,030260231;54;3;3;11;40;0,057524344;239;89;89;150;0;0,477113941;13;0;0;13;0;0,02051131;39;19;19;20;0;0,220954847;20;0;0;0;20;0,018419023;52;19;19;33;0;0,187184687;2;0;0;2;0;0,106926391;
448;1,744;0,041154482018246785;28;1;1;0;27;0,030260231;54;3;3;11;40;0,057524344;240;90;90;150;0;0,479566519;13;0;0;13;0;0,02051131;39;19;19;20;0;0,220954847;20;0;0;0;20;0,018419023;52;19;19;33;0;0,187184687;2;0;0;2;0;0,106926391;
450;1,754;0,04103059581320112;28;1;1;0;27;0,030260231;54;3;3;11;40;0,057524344;241;91;91;150;0;0,481887465;13;0;0;13;0;0,02051131;39;19;19;20;0;0,220954847;20;0;0;0;20;0,018419023;53;19;19;34;0;0,190993048;2;0;0;2;0;0,106926391;
451;1,76;0,03988470209339445;28;1;1;0;27;0,030260231;54;3;3;11;40;0,057524344;242;92;92;150;0;0,484017506;13;0;0;13;0;0,02051131;39;19;19;20;0;0,220954847;20;0;0;0;20;0,018419023;53;19;19;34;0;0,190993048;2;0;0;2;0;0,106926391;
452;1,767;0,03986344605474701;28;1;1;0;27;0,030260231;54;3;3;11;40;0,057524344;243;93;93;150;0;0,486216859;13;0;0;13;0;0,02051131;39;19;19;20;0;0,220954847;20;0;0;0;20;0,018419023;53;19;19;34;0;0,190993048;2;0;0;2;0;0,106926391;
463;1,795;0,03984906065485416;28;1;1;0;27;0,030260231;55;3;3;11;41;0,058521548;248;94;94;150;4;0,496165726;13;0;0;13;0;0,02051131;40;19;19;21;0;0,225245128;22;0;0;0;22;0,020135798;55;19;19;36;0;0,198378872;2;0;0;2;0;0,106926391;
472;1,822;0,03974428341384506;30;1;1;0;29;0,032448577;55;3;3;11;41;0,058521548;252;94;94;150;8;0,504067984;13;0;0;13;0;0,02051131;42;20;20;22;0;0,234406187;22;0;0;0;22;0,020135798;56;19;19;37;0;0,201941278;2;0;0;2;0;0,106926391;
479;1,845;0,03974299516907853;31;1;1;0;30;0,033671587;55;3;3;11;41;0,058521548;255;94;94;150;11;0,509969225;13;0;0;13;0;0,02051131;43;20;20;23;0;0,23874736;22;0;0;0;22;0,020135798;58;20;20;38;0;0,20981957;2;0;0;2;0;0,106926391;
480;1,851;0,03678923863330297;31;1;1;0;30;0,033671587;55;3;3;11;41;0,058521548;255;94;94;150;11;0,509969225;14;1;1;13;0;0,022075415;43;20;20;23;0;0,23874736;22;0;0;0;22;0,020135798;58;20;20;38;0;0,20981957;2;0;0;2;0;0,106926391;
482;1,86;0,036632983588912205;31;1;1;0;30;0,033671587;55;3;3;11;41;0,058521548;256;95;95;150;11;0,512371714;14;1;1;13;0;0,022075415;43;20;20;23;0;0,23874736;22;0;0;0;22;0,020135798;59;20;20;39;0;0,213187458;2;0;0;2;0;0,106926391;
483;1,867;0,03631294054344547;31;1;1;0;30;0,033671587;55;3;3;11;41;0,058521548;257;96;96;150;11;0,514643494;14;1;1;13;0;0,022075415;43;20;20;23;0;0,23874736;22;0;0;0;22;0,020135798;59;20;20;39;0;0,213187458;2;0;0;2;0;0,106926391;
485;1,878;0,03604476728544159;31;1;1;0;30;0,033671587;55;3;3;11;41;0,058521548;258;97;97;150;11;0,516942514;14;1;1;13;0;0,022075415;44;20;20;24;0;0,243235481;22;0;0;0;22;0,020135798;59;20;20;39;0;0,213187458;2;0;0;2;0;0,106926391;
486;1,884;0,0354868980360471;31;1;1;0;30;0,033671587;55;3;3;11;41;0,058521548;259;98;98;150;11;0,519245161;14;1;1;13;0;0,022075415;44;20;20;24;0;0,243235481;22;0;0;0;22;0,020135798;59;20;20;39;0;0,213187458;2;0;0;2;0;0,106926391;
488;1,896;0,03548151735270033;31;1;1;0;30;0,033671587;55;3;3;11;41;0,058521548;259;98;98;150;11;0,519245161;14;1;1;13;0;0,022075415;45;20;20;25;0;0,248406049;22;0;0;0;22;0,020135798;60;21;21;39;0;0,216830422;2;0;0;2;0;0,106926391;
489;1,902;0,032203020496220924;31;1;1;0;30;0,033671587;55;3;3;11;41;0,058521548;260;99;99;150;11;0,521298226;14;1;1;13;0;0,022075415;45;20;20;25;0;0,248406049;22;0;0;0;22;0,020135798;60;21;21;39;0;0,216830422;2;0;0;2;0;0,106926391;
491;1,911;0,03220280474649051;31;1;1;0;30;0,033671587;55;3;3;11;41;0,058521548;260;99;99;150;11;0,521298226;15;1;1;14;0;0,024171252;45;20;20;25;0;0,248406049;22;0;0;0;22;0,020135798;61;22;22;39;0;0,220418369;2;0;0;2;0;0,106926391;
492;1,917;0,032064293419629575;31;1;1;0;30;0,033671587;55;3;3;11;41;0,058521548;261;100;100;150;11;0,523550005;15;1;1;14;0;0,024171252;45;20;20;25;0;0,248406049;22;0;0;0;22;0,020135798;61;22;22;39;0;0,220418369;2;0;0;2;0;0,106926391;
500;1,942;0,03206213592232643;31;1;1;0;30;0,033671587;55;3;3;11;41;0,058521548;265;100;100;150;15;0,532605703;16;1;1;15;0;0,026418074;45;20;20;25;0;0,248406049;23;0;0;0;23;0,020989118;63;23;23;40;0;0,227536142;2;0;0;2;0;0,106926391;
507;1,963;0,03206084142394461;32;1;1;0;31;0,034795756;55;3;3;11;41;0,058521548;269;100;100;150;19;0,541408702;16;1;1;15;0;0,026418074;45;20;20;25;0;0,248406049;23;0;0;0;23;0,020989118;65;24;24;41;0;0,234271298;2;0;0;2;0;0,106926391;
509;1,972;0,03196548004314659;32;1;1;0;31;0,034795756;55;3;3;11;41;0,058521548;270;101;101;150;19;0,543829973;17;1;1;16;0;0,028476711;45;20;20;25;0;0,248406049;23;0;0;0;23;0,020989118;65;24;24;41;0;0,234271298;2;0;0;2;0;0,106926391;
510;1,979;0,031537001078745575;32;1;1;0;31;0,034795756;55;3;3;11;41;0,058521548;271;102;102;150;19;0,546200098;17;1;1;16;0;0,028476711;45;20;20;25;0;0,248406049;23;0;0;0;23;0,020989118;65;24;24;41;0;0,234271298;2;0;0;2;0;0,106926391;
511;1,989;0,03146537216828171;32;1;1;0;31;0,034795756;55;3;3;11;41;0,058521548;271;102;102;150;19;0,546200098;17;1;1;16;0;0,028476711;46;21;21;25;0;0,254247968;23;0;0;0;23;0,020989118;65;24;24;41;0;0,234271298;2;0;0;2;0;0,106926391;
512;1,996;0,03137044228694441;32;1;1;0;31;0,034795756;55;3;3;11;41;0,058521548;272;103;103;150;19;0,548850748;17;1;1;16;0;0,028476711;46;21;21;25;0;0,254247968;23;0;0;0;23;0,020989118;65;24;24;41;0;0,234271298;2;0;0;2;0;0,106926391;
513;2,003;0,03127443365695526;32;1;1;0;31;0,034795756;55;3;3;11;41;0,058521548;273;104;104;150;19;0,550947509;17;1;1;16;0;0,028476711;46;21;21;25;0;0,254247968;23;0;0;0;23;0,020989118;65;24;24;41;0;0,234271298;2;0;0;2;0;0,106926391;
514;2,01;0,03126494066882157;32;1;1;0;31;0,034795756;55;3;3;11;41;0,058521548;274;105;105;150;19;0,553475168;17;1;1;16;0;0,028476711;46;21;21;25;0;0,254247968;23;0;0;0;23;0,020989118;65;24;24;41;0;0,234271298;2;0;0;2;0;0,106926391;
518;2,031;0,031228694714129035;32;1;1;0;31;0,034795756;55;3;3;11;41;0,058521548;275;106;106;150;19;0,555774862;17;1;1;16;0;0,028476711;48;21;21;27;0;0,264898808;23;0;0;0;23;0,020989118;66;24;24;42;0;0,23768483;2;0;0;2;0;0,106926391;
519;2,041;0,031081121898595132;32;1;1;0;31;0,034795756;55;3;3;11;41;0,058521548;275;106;106;150;19;0,555774862;17;1;1;16;0;0,028476711;49;22;22;27;0;0,270059548;23;0;0;0;23;0,020989118;66;24;24;42;0;0,23768483;2;0;0;2;0;0,106926391;
521;2,049;0,03063236245954437;32;1;1;0;31;0,034795756;56;3;3;11;42;0,059480634;275;106;106;150;19;0,555774862;18;2;2;16;0;0,030681385;49;22;22;27;0;0,270059548;23;0;0;0;23;0,020989118;66;24;24;42;0;0,23768483;2;0;0;2;0;0,106926391;
522;2,055;0,027543444174098708;32;1;1;0;31;0,034795756;56;3;3;11;42;0,059480634;276;107;107;150;19;0,557935633;18;2;2;16;0;0,030681385;49;22;22;27;0;0,270059548;23;0;0;0;23;0,020989118;66;24;24;42;0;0,23768483;2;0;0;2;0;0,106926391;
523;2,062;0,02753565828602078;32;1;1;0;31;0,034795756;56;3;3;11;42;0,059480634;277;108;108;150;19;0,560245012;18;2;2;16;0;0,030681385;49;22;22;27;0;0,270059548;23;0;0;0;23;0,020989118;66;24;24;42;0;0,23768483;2;0;0;2;0;0,106926391;
526;2,076;0,02753003514463137;32;1;1;0;31;0,034795756;56;3;3;11;42;0,059480634;278;109;109;150;19;0,56314716;18;2;2;16;0;0,030681385;49;22;22;27;0;0,270059548;23;0;0;0;23;0,020989118;68;24;24;44;0;0,245258809;2;0;0;2;0;0,106926391;
527;2,084;0,027502568261690064;32;1;1;0;31;0,034795756;56;3;3;11;42;0,059480634;279;110;110;150;19;0,565766853;18;2;2;16;0;0,030681385;49;22;22;27;0;0,270059548;23;0;0;0;23;0,020989118;68;24;24;44;0;0,245258809;2;0;0;2;0;0,106926391;
528;2,092;0,02748613138685896;32;1;1;0;31;0,034795756;56;3;3;11;42;0,059480634;279;110;110;150;19;0,565766853;18;2;2;16;0;0,030681385;50;23;23;27;0;0,274744185;23;0;0;0;23;0,020989118;68;24;24;44;0;0,245258809;2;0;0;2;0;0,106926391;
531;2,101;0,027484401189508345;32;1;1;0;31;0,034795756;58;3;3;11;44;0,062206274;280;111;111;150;19;0,568075354;18;2;2;16;0;0,030681385;50;23;23;27;0;0,274744185;23;0;0;0;23;0,020989118;68;24;24;44;0;0,245258809;2;0;0;2;0;0,106926391;
534;2,114;0,027474452554742346;32;1;1;0;31;0,034795756;58;3;3;11;44;0,062206274;281;112;112;150;19;0,570480345;19;2;2;17;0;0,032657043;50;23;23;27;0;0,274744185;23;0;0;0;23;0,020989118;69;24;24;45;0;0,249633274;2;0;0;2;0;0,106926391;
537;2,129;0,02745174371451553;32;1;1;0;31;0,034795756;58;3;3;11;44;0,062206274;282;113;113;150;19;0,572928727;19;2;2;17;0;0,032657043;50;23;23;27;0;0,274744185;23;0;0;0;23;0,020989118;71;24;24;47;0;0,257104383;2;0;0;2;0;0,106926391;
539;2,137;0,027442443903755942;32;1;1;0;31;0,034795756;58;3;3;11;44;0,062206274;283;114;114;150;19;0,57525982;19;2;2;17;0;0,032657043;50;23;23;27;0;0,274744185;24;0;0;0;24;0,021846566;71;24;24;47;0;0,257104383;2;0;0;2;0;0,106926391;
540;2,144;0,02696815355501303;32;1;1;0;31;0,034795756;58;3;3;11;44;0,062206274;284;115;115;150;19;0,577569311;19;2;2;17;0;0,032657043;50;23;23;27;0;0,274744185;24;0;0;0;24;0,021846566;71;24;24;47;0;0,257104383;2;0;0;2;0;0,106926391;
542;2,153;0,026943065693428858;32;1;1;0;31;0,034795756;58;3;3;11;44;0,062206274;285;116;116;150;19;0,579759137;20;2;2;18;0;0,034807767;50;23;23;27;0;0,274744185;24;0;0;0;24;0,021846566;71;24;24;47;0;0,257104383;2;0;0;2;0;0,106926391;
544;2,162;0,026521762638549218;32;1;1;0;31;0,034795756;58;3;3;11;44;0,062206274;286;117;117;150;19;0,58261621;21;2;2;19;0;0,036996252;50;23;23;27;0;0,274744185;24;0;0;0;24;0,021846566;71;24;24;47;0;0,257104383;2;0;0;2;0;0,106926391;
548;2,181;0,026520681265205237;32;1;1;0;31;0,034795756;58;3;3;11;44;0,062206274;287;118;118;150;19;0,584885021;21;2;2;19;0;0,036996252;51;23;23;28;0;0,279254164;24;0;0;0;24;0,021846566;73;24;24;49;0;0,264574531;2;0;0;2;0;0,106926391;
591;2,281;0,026520248715867445;35;1;1;0;34;0,038113457;61;3;3;11;47;0,06530998;310;118;118;150;42;0,633637211;21;2;2;19;0;0,036996252;56;23;23;33;0;0,300754519;29;0;0;0;29;0,026031431;77;25;25;52;0;0,278792037;2;0;0;2;0;0,106926391;
634;2,384;0,026432873749660413;36;1;1;0;35;0,039267934;65;3;3;11;51;0,069401224;332;118;118;150;64;0,682237046;25;2;2;23;0;0,045125097;60;24;24;36;0;0,318777934;33;0;0;0;33;0,029437425;81;25;25;56;0;0,292645095;2;0;0;2;0;0,106926391;
